Category,GRN no,Customer/Vendor Code,VendorName,Address,LC No,Posting Date,Item No.,Item Description,Inventory UoM,Quantity,Price,Price USD,Total Amount
Sewing Thread,12357,V000000592,"HUBEI BLUE WHALE INTERNATIONAL TRADING CO., LTD","NO.6, LONGTENG ROAD, MAKOU TOWN, HANCHUAN CITY, XIAOGAN CITY, HUBEI PROVINCE, CHINA",209723020016,3/19/2023,52609,SEWING THREAD 20/2 RAW WHITE,KG,"4,725.00",1.74,1.74,"8,221.50"
Sewing Thread,2287,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",209721020188,9/12/2021,52610,SEWING THREAD 20/3 RAW WHITE,KG,"25,000.00",2.05,2.05,"51,250.00"
Sewing Thread,2287,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",209721020188,9/12/2021,52609,SEWING THREAD 20/2 RAW WHITE,KG,"25,000.00",2.05,2.05,"51,250.00"
Sewing Thread,5682,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",209722020114,4/26/2022,52604,SEWING THREAD 40/2 RAW WHITE,KG,"25,000.00",2.98,2.98,"74,500.00"
Sewing Thread,10426,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",209722020325,12/22/2022,52604,SEWING THREAD 40/2 RAW WHITE,KG,"25,000.00",2.04,2.04,"51,000.00"
Sewing Thread,10575,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",209722020346,1/1/2023,52604,SEWING THREAD 40/2 RAW WHITE,KG,"25,000.00",2.04,2.04,"51,000.00"
Zipper,8818,V000000209,BILLION ASCENT INDUSTRIAL LIMITED.,UNIT: B26 OF FTY G ON 1/F KWAI SHING IND BLDG(PHASE II) NOS.42-46 TAI LIN PAI RD KWAT CHUNG HK,135622230065,10/12/2022,41650,RESIN(ACETAL CO-POLYMER),KG,"18,000.00",2.77,2.77,"49,860.00"
Chemical,1699,V000000277,FAMOUS PRINTERS,"10/10 ARAMBAG(BESIDE CONTINANTIAL HEAD OFFICE),MOTIJHEEL ,DHAKA-1000.",,7/18/2021,C0000011,Convence Book,PCS,75,0,0,0
Chemical,1699,V000000277,FAMOUS PRINTERS,"10/10 ARAMBAG(BESIDE CONTINANTIAL HEAD OFFICE),MOTIJHEEL ,DHAKA-1000.",,7/18/2021,C0000010,Particulars Book (Auto Carbon For Button & Zipper),PCS,151,115,1.35,204.29
Chemical,2410,V000000044,SONALI PAPER AND STATIONARY,,,9/21/2021,C0000014,Ring File (Big),PCS,10,80,0.94,9.41
Chemical,3210,V000000044,SONALI PAPER AND STATIONARY,,,11/13/2021,C0000014,Ring File (Big),PCS,10,85,1,10
Chemical,3571,V000000044,SONALI PAPER AND STATIONARY,,,12/7/2021,C0000014,Ring File (Big),PCS,6,90,1.06,6.35
Chemical,6236,V000000044,SONALI PAPER AND STATIONARY,,,6/4/2022,C0000014,Ring File (Big),PCS,24,95,1.12,26.82
Chemical,6661,V000000044,SONALI PAPER AND STATIONARY,,,6/26/2022,C0000014,Ring File (Big),PCS,12,95,1.12,13.41
Chemical,10805,V000000044,SONALI PAPER AND STATIONARY,,,1/12/2023,C0000014,Ring File (Big),PCS,12,105,1.24,14.82
Chemical,11852,V000000277,FAMOUS PRINTERS,"10/10 ARAMBAG(BESIDE CONTINANTIAL HEAD OFFICE),MOTIJHEEL ,DHAKA-1000.",,2/27/2023,C0000007,Challan Book,PCS,21,280,3.29,69.18
Chemical,1582,V000000044,SONALI PAPER AND STATIONARY,,,7/8/2021,C0000014,Ring File (Big),PCS,10,80,0.94,9.41
Chemical,2039,V000000044,SONALI PAPER AND STATIONARY,,,8/26/2021,C0000014,Ring File (Big),PCS,6,80,0.94,5.65
Chemical,3854,V000000044,SONALI PAPER AND STATIONARY,,,12/24/2021,C0000014,Ring File (Big),PCS,10,90,1.06,10.59
Chemical,4011,V000000044,SONALI PAPER AND STATIONARY,,,1/10/2022,C0000014,Ring File (Big),PCS,10,95,1.12,11.18
Chemical,4683,V000000277,FAMOUS PRINTERS,"10/10 ARAMBAG(BESIDE CONTINANTIAL HEAD OFFICE),MOTIJHEEL ,DHAKA-1000.",,2/23/2022,C0000100,SAMPLE SLIP BOOK,PCS,79,135,1.59,125.47
Chemical,4683,V000000277,FAMOUS PRINTERS,"10/10 ARAMBAG(BESIDE CONTINANTIAL HEAD OFFICE),MOTIJHEEL ,DHAKA-1000.",,2/23/2022,C0000046,SAMPLE CARD,PCS,"1,972.00",5.5,0.06,127.6
Chemical,4683,V000000277,FAMOUS PRINTERS,"10/10 ARAMBAG(BESIDE CONTINANTIAL HEAD OFFICE),MOTIJHEEL ,DHAKA-1000.",,2/23/2022,C0000018,Attendence Card,PCS,"3,350.00",2.6,0.03,102.47
Chemical,4683,V000000277,FAMOUS PRINTERS,"10/10 ARAMBAG(BESIDE CONTINANTIAL HEAD OFFICE),MOTIJHEEL ,DHAKA-1000.",,2/23/2022,C0000099,PARTICULOR BOOK AUTO CARBON (SEWING THREAD),PCS,191,230,2.71,516.82
Chemical,10772,V000000044,SONALI PAPER AND STATIONARY,,,1/11/2023,C0000014,Ring File (Big),PCS,5,105,1.24,6.18
Chemical,1275,V000000044,SONALI PAPER AND STATIONARY,,,6/16/2021,C0000014,Ring File (Big),PCS,2,80,0.94,1.88
Chemical,2197,V000000044,SONALI PAPER AND STATIONARY,,,9/8/2021,C0000015,Ring File (Small),PCS,4,60,0.71,2.82
Button,6643,V000000374,M/S J.L.U INTERNATIONAL,"R#1402, BLDG 5, FANHAI INTERNATIONAL CBD, NO.62, ZHUJIAN RD, WUHAN , HUBEI, CHINA",,6/25/2022,40217,PLASTIC WASHER FOR SNAP BTN POST,Gross,"4,650.00",6,0.07,328.24
Button,5636,V000000374,M/S J.L.U INTERNATIONAL,"R#1402, BLDG 5, FANHAI INTERNATIONAL CBD, NO.62, ZHUJIAN RD, WUHAN , HUBEI, CHINA",,4/23/2022,40217,PLASTIC WASHER FOR SNAP BTN POST,Gross,576,6,0.07,40.66
Button,8115,V000000374,M/S J.L.U INTERNATIONAL,"R#1402, BLDG 5, FANHAI INTERNATIONAL CBD, NO.62, ZHUJIAN RD, WUHAN , HUBEI, CHINA",,9/13/2022,40265,PLASTIC WASHER FOR TACKS PART),Gross,"5,070.00",6,0.07,357.88
Button,10073,V000000374,M/S J.L.U INTERNATIONAL,"R#1402, BLDG 5, FANHAI INTERNATIONAL CBD, NO.62, ZHUJIAN RD, WUHAN , HUBEI, CHINA",,12/5/2022,40265,PLASTIC WASHER FOR TACKS PART),Gross,"3,773.00",6,0.07,266.33
Button,4690,V000000225,POONG JEON NONFERROUS METAL CO. LTD.,"48 Saryeom-ro, Seo-gu, Incheon (680-3Gyeongseo-dong)",209721020343,2/24/2022,41410,ZINC ALLOY,KG,"23,810.00",3.74,3.74,"89,049.40"
Button,5485,V000000225,POONG JEON NONFERROUS METAL CO. LTD.,"48 Saryeom-ro, Seo-gu, Incheon (680-3Gyeongseo-dong)",135622020036,4/14/2022,41410,ZINC ALLOY,KG,"23,690.00",4.19,4.19,"99,261.10"
Button,5919,V000000225,POONG JEON NONFERROUS METAL CO. LTD.,"48 Saryeom-ro, Seo-gu, Incheon (680-3Gyeongseo-dong)",209722020104,5/17/2022,41410,ZINC ALLOY,KG,"24,210.00",4.235,4.24,"102,529.35"
Button,6305,V000000225,POONG JEON NONFERROUS METAL CO. LTD.,"48 Saryeom-ro, Seo-gu, Incheon (680-3Gyeongseo-dong)",209722020138,6/8/2022,41410,ZINC ALLOY,KG,"23,920.00",4.54,4.54,"108,596.80"
Button,7377,V000000374,M/S J.L.U INTERNATIONAL,"R#1402, BLDG 5, FANHAI INTERNATIONAL CBD, NO.62, ZHUJIAN RD, WUHAN , HUBEI, CHINA",,8/9/2022,40217,PLASTIC WASHER FOR SNAP BTN POST,Gross,"2,500.00",7,0.08,205.88
Button,7377,V000000374,M/S J.L.U INTERNATIONAL,"R#1402, BLDG 5, FANHAI INTERNATIONAL CBD, NO.62, ZHUJIAN RD, WUHAN , HUBEI, CHINA",,8/9/2022,40265,PLASTIC WASHER FOR TACKS PART),Gross,"6,600.00",6,0.07,465.88
Button,3138,V000000225,POONG JEON NONFERROUS METAL CO. LTD.,"48 Saryeom-ro, Seo-gu, Incheon (680-3Gyeongseo-dong)",135621230016,11/6/2021,41410,ZINC ALLOY,KG,"22,920.00",3.51,3.51,"80,449.20"
Button,5129,V000000374,M/S J.L.U INTERNATIONAL,"R#1402, BLDG 5, FANHAI INTERNATIONAL CBD, NO.62, ZHUJIAN RD, WUHAN , HUBEI, CHINA",,3/24/2022,40231,PLASTIC WASHER 8 MM EYELET,Gross,833.33,5,0.06,49.02
Button,8303,V000000225,POONG JEON NONFERROUS METAL CO. LTD.,"48 Saryeom-ro, Seo-gu, Incheon (680-3Gyeongseo-dong)",209722020246,9/21/2022,41410,ZINC ALLOY,KG,"23,990.00",3.67,3.67,"88,043.30"
Button,10077,V000000374,M/S J.L.U INTERNATIONAL,"R#1402, BLDG 5, FANHAI INTERNATIONAL CBD, NO.62, ZHUJIAN RD, WUHAN , HUBEI, CHINA",,12/5/2022,40265,PLASTIC WASHER FOR TACKS PART),Gross,117,6,0.07,8.26
Button,4874,V000000374,M/S J.L.U INTERNATIONAL,"R#1402, BLDG 5, FANHAI INTERNATIONAL CBD, NO.62, ZHUJIAN RD, WUHAN , HUBEI, CHINA",,3/12/2022,60857,IRON WIRE 3.5MM,KG,129.36,108,1.27,164.36
Button,10090,V000000374,M/S J.L.U INTERNATIONAL,"R#1402, BLDG 5, FANHAI INTERNATIONAL CBD, NO.62, ZHUJIAN RD, WUHAN , HUBEI, CHINA",,12/5/2022,60868,IRON WIRE 4.2 MM,KG,162,118,1.39,224.89
Button,12353,V000000225,POONG JEON NONFERROUS METAL CO. LTD.,"48 Saryeom-ro, Seo-gu, Incheon (680-3Gyeongseo-dong)",135623230007,3/18/2023,41410,ZINC ALLOY,KG,"23,870.00",3.64,3.64,"86,886.80"
Button,592,V000000182,FAST CORPORATION,,,4/13/2021,40255,ALLUMINIUM TACKS 7.5 MM,Gross,"10,000.00",14,0.16,"1,647.06"
Button,709,V000000014,TOPTRANS GROUP HOLDINGS LIMITED,"Room 1502,Shenhua Commercial Building, No.2018 Jiabin Rd.,Luohu Zone",135621020027,4/28/2021,40276,DIAMOND STONE 8 mm,Gross,"2,000.00",0.264,0.26,528
Button,709,V000000014,TOPTRANS GROUP HOLDINGS LIMITED,"Room 1502,Shenhua Commercial Building, No.2018 Jiabin Rd.,Luohu Zone",135621020027,4/28/2021,40200,S.S NORMAL SHANK15mm (China Quality),Gross,"5,000.00",0.363,0.36,"1,815.00"
Button,709,V000000014,TOPTRANS GROUP HOLDINGS LIMITED,"Room 1502,Shenhua Commercial Building, No.2018 Jiabin Rd.,Luohu Zone",135621020027,4/28/2021,40258,DIAMOND STONE 10 mm,Gross,"4,982.00",0.264,0.26,"1,315.25"
Button,709,V000000014,TOPTRANS GROUP HOLDINGS LIMITED,"Room 1502,Shenhua Commercial Building, No.2018 Jiabin Rd.,Luohu Zone",135621020027,4/28/2021,40259,DIAMOND STONE 6 mm,Gross,"6,000.00",0.11,0.11,660
Button,709,V000000014,TOPTRANS GROUP HOLDINGS LIMITED,"Room 1502,Shenhua Commercial Building, No.2018 Jiabin Rd.,Luohu Zone",135621020027,4/28/2021,40199,S.S NORMAL SHANK14mm (China Quality),Gross,"2,250.00",0.363,0.36,816.75
Button,709,V000000014,TOPTRANS GROUP HOLDINGS LIMITED,"Room 1502,Shenhua Commercial Building, No.2018 Jiabin Rd.,Luohu Zone",135621020027,4/28/2021,40254,NORMAL SHANK BUTTON SCREW,Gross,"35,100.00",0.172,0.17,"6,037.20"
Button,709,V000000014,TOPTRANS GROUP HOLDINGS LIMITED,"Room 1502,Shenhua Commercial Building, No.2018 Jiabin Rd.,Luohu Zone",135621020027,4/28/2021,40204,S.S NORMAL SHANK19mm (China Quality),Gross,"1,440.00",0.691,0.69,995.04
Button,709,V000000014,TOPTRANS GROUP HOLDINGS LIMITED,"Room 1502,Shenhua Commercial Building, No.2018 Jiabin Rd.,Luohu Zone",135621020027,4/28/2021,40282,S.S EYEHOLE SHANK 18 MM (China Quality),Gross,"10,000.00",0.407,0.41,"4,070.00"
Button,709,V000000014,TOPTRANS GROUP HOLDINGS LIMITED,"Room 1502,Shenhua Commercial Building, No.2018 Jiabin Rd.,Luohu Zone",135621020027,4/28/2021,40255,ALLUMINIUM TACKS 7.5 MM,Gross,"43,500.00",0.172,0.17,"7,482.00"
Button,709,V000000014,TOPTRANS GROUP HOLDINGS LIMITED,"Room 1502,Shenhua Commercial Building, No.2018 Jiabin Rd.,Luohu Zone",135621020027,4/28/2021,40256,PLASTIC RUBBER SHANK,Gross,"40,000.00",0.094,0.09,"3,760.00"
Button,709,V000000014,TOPTRANS GROUP HOLDINGS LIMITED,"Room 1502,Shenhua Commercial Building, No.2018 Jiabin Rd.,Luohu Zone",135621020027,4/28/2021,40202,S.S NORMAL SHANK18mm(China Quality),Gross,"10,000.00",0.374,0.37,"3,740.00"
Button,709,V000000014,TOPTRANS GROUP HOLDINGS LIMITED,"Room 1502,Shenhua Commercial Building, No.2018 Jiabin Rd.,Luohu Zone",135621020027,4/28/2021,40202,S.S NORMAL SHANK18mm(China Quality),Gross,"9,350.00",0.691,0.69,"6,460.85"
Button,709,V000000014,TOPTRANS GROUP HOLDINGS LIMITED,"Room 1502,Shenhua Commercial Building, No.2018 Jiabin Rd.,Luohu Zone",135621020027,4/28/2021,40201,S.S NORMAL SHANK 17mm ((China Quality),Gross,"15,000.00",0.374,0.37,"5,610.00"
Button,709,V000000014,TOPTRANS GROUP HOLDINGS LIMITED,"Room 1502,Shenhua Commercial Building, No.2018 Jiabin Rd.,Luohu Zone",135621020027,4/28/2021,40201,S.S NORMAL SHANK 17mm ((China Quality),Gross,"7,500.00",0.691,0.69,"5,182.50"
Button,709,V000000014,TOPTRANS GROUP HOLDINGS LIMITED,"Room 1502,Shenhua Commercial Building, No.2018 Jiabin Rd.,Luohu Zone",135621020027,4/28/2021,40289,S.S RIVET SHANK 8 MM (China Quality),Gross,"10,000.00",0.143,0.14,"1,430.00"
Button,709,V000000014,TOPTRANS GROUP HOLDINGS LIMITED,"Room 1502,Shenhua Commercial Building, No.2018 Jiabin Rd.,Luohu Zone",135621020027,4/28/2021,40290,S.S RIVET SHANK 9 MM (China Quality),Gross,"20,000.00",0.143,0.14,"2,860.00"
Zipper,4158,V000000021,"WENZHOU MUSE INTERNATIONAL TRADE  CO.,LTD","RM.1208, BUILDING NO 15, YUEHU TOWER, JIANGBIN WEST RD. WENZHOU, ZHEJIANG, CHINA",209721020325,1/18/2022,41563,CZ#5 PVC FILM ( 0.15 mm ),ROLL,"1,000.00",1.26,1.26,"1,260.00"
Zipper,4158,V000000021,"WENZHOU MUSE INTERNATIONAL TRADE  CO.,LTD","RM.1208, BUILDING NO 15, YUEHU TOWER, JIANGBIN WEST RD. WENZHOU, ZHEJIANG, CHINA",209721020325,1/18/2022,41559,CZ#3 TOP STOPER,KG,100,5.9,5.9,590
Zipper,4158,V000000021,"WENZHOU MUSE INTERNATIONAL TRADE  CO.,LTD","RM.1208, BUILDING NO 15, YUEHU TOWER, JIANGBIN WEST RD. WENZHOU, ZHEJIANG, CHINA",209721020325,1/18/2022,41561,CZ#5 TOP  STOPER,KG,150,5.9,5.9,885
Zipper,4158,V000000021,"WENZHOU MUSE INTERNATIONAL TRADE  CO.,LTD","RM.1208, BUILDING NO 15, YUEHU TOWER, JIANGBIN WEST RD. WENZHOU, ZHEJIANG, CHINA",209721020325,1/18/2022,41655,PZ#5 PVC FILM 0.18 mm,ROLL,"1,000.00",1.6,1.6,"1,600.00"
Zipper,4158,V000000021,"WENZHOU MUSE INTERNATIONAL TRADE  CO.,LTD","RM.1208, BUILDING NO 15, YUEHU TOWER, JIANGBIN WEST RD. WENZHOU, ZHEJIANG, CHINA",209721020325,1/18/2022,41557,CZ#5 BOX PIN ( L.H.P ),SET,"980,778.00",0.00585,0.01,"5,737.55"
Button,4158,V000000021,"WENZHOU MUSE INTERNATIONAL TRADE  CO.,LTD","RM.1208, BUILDING NO 15, YUEHU TOWER, JIANGBIN WEST RD. WENZHOU, ZHEJIANG, CHINA",209721020325,1/18/2022,41703,#5 MONKEY FF 96 (FOR NYLON REVERSE BODY),KG,300,16.5,16.5,"4,950.00"
Button,4158,V000000021,"WENZHOU MUSE INTERNATIONAL TRADE  CO.,LTD","RM.1208, BUILDING NO 15, YUEHU TOWER, JIANGBIN WEST RD. WENZHOU, ZHEJIANG, CHINA",209721020325,1/18/2022,41431,# 5 MONKEY # 93 ( M.F 4 PUNCH ),KG,200,16.5,16.5,"3,300.00"
Button,4158,V000000021,"WENZHOU MUSE INTERNATIONAL TRADE  CO.,LTD","RM.1208, BUILDING NO 15, YUEHU TOWER, JIANGBIN WEST RD. WENZHOU, ZHEJIANG, CHINA",209721020325,1/18/2022,41429,# 5 MONKEY ( M.F ) #58,KG,400,16.5,16.5,"6,600.00"
Chemical,421,V000000055,BELMOOR LIMITED,,,3/27/2021,40563,GEAR OIL,Ltr,205,212.195121,2.5,511.76
Zipper,1566,V000000021,"WENZHOU MUSE INTERNATIONAL TRADE  CO.,LTD","RM.1208, BUILDING NO 15, YUEHU TOWER, JIANGBIN WEST RD. WENZHOU, ZHEJIANG, CHINA",209721020095,7/6/2021,41597,CZ#3 INVISIBLE LONG ZIPPER,kg,"1,000.00",3,3,"3,000.00"
Zipper,1566,V000000021,"WENZHOU MUSE INTERNATIONAL TRADE  CO.,LTD","RM.1208, BUILDING NO 15, YUEHU TOWER, JIANGBIN WEST RD. WENZHOU, ZHEJIANG, CHINA",209721020095,7/6/2021,41557,CZ#5 BOX PIN ( L.H.P ),SET,"998,292.00",0.00585,0.01,"5,840.01"
Zipper,1566,V000000021,"WENZHOU MUSE INTERNATIONAL TRADE  CO.,LTD","RM.1208, BUILDING NO 15, YUEHU TOWER, JIANGBIN WEST RD. WENZHOU, ZHEJIANG, CHINA",209721020095,7/6/2021,41616,CZ# 3 A/L SLIDER WITH CAP+NORMAL PULLER FF. 660PC/KG,Pcs,"197,120.00",0.014,0.01,"2,759.68"
Zipper,1566,V000000021,"WENZHOU MUSE INTERNATIONAL TRADE  CO.,LTD","RM.1208, BUILDING NO 15, YUEHU TOWER, JIANGBIN WEST RD. WENZHOU, ZHEJIANG, CHINA",209721020095,7/6/2021,41562,CZ#5 BOTTOM  STOPER,KG,150,5.1,5.1,765
Zipper,1566,V000000021,"WENZHOU MUSE INTERNATIONAL TRADE  CO.,LTD","RM.1208, BUILDING NO 15, YUEHU TOWER, JIANGBIN WEST RD. WENZHOU, ZHEJIANG, CHINA",209721020095,7/6/2021,41561,CZ#5 TOP  STOPER,KG,100,5.1,5.1,510
Zipper,1566,V000000021,"WENZHOU MUSE INTERNATIONAL TRADE  CO.,LTD","RM.1208, BUILDING NO 15, YUEHU TOWER, JIANGBIN WEST RD. WENZHOU, ZHEJIANG, CHINA",209721020095,7/6/2021,41559,CZ#3 TOP STOPER,KG,100,5.1,5.1,510
Zipper,1566,V000000021,"WENZHOU MUSE INTERNATIONAL TRADE  CO.,LTD","RM.1208, BUILDING NO 15, YUEHU TOWER, JIANGBIN WEST RD. WENZHOU, ZHEJIANG, CHINA",209721020095,7/6/2021,41563,CZ#5 PVC FILM ( 0.15 mm ),ROLL,"1,500.00",1.26,1.26,"1,890.00"
Zipper,2292,V000000262,GUANGZHOU TEAMWORK IMP AND EXP CO LTD.,"1F , NO.31 , SEC 2, SZU CHUAN ROAD, PANCHIAO DIST, NEW TAIPE CITY, TAIWAN.",209721020142,9/12/2021,41100,# 3 YG (4.5 on body) F.F (Y-TEETH) Without Logo,Pcs,"1,500,000.00",0.0225,0.02,"33,750.00"
Zipper,2292,V000000262,GUANGZHOU TEAMWORK IMP AND EXP CO LTD.,"1F , NO.31 , SEC 2, SZU CHUAN ROAD, PANCHIAO DIST, NEW TAIPE CITY, TAIWAN.",209721020142,9/12/2021,41110,#3 YG(4.5 ON BODY) FIZ LOGO FF (Y-TEETH),Pcs,"500,000.00",0.0225,0.02,"11,250.00"
Zipper,4870,V000000068,ST ENTERPRISE,,,3/12/2022,41605,CZ#5 S/P. A/L  SLIDER REVERSE BLACK RUBBER PULLER.,PCS,"29,000.00",3.6,0.04,"1,228.24"
Zipper,7963,V000000262,GUANGZHOU TEAMWORK IMP AND EXP CO LTD.,"1F , NO.31 , SEC 2, SZU CHUAN ROAD, PANCHIAO DIST, NEW TAIPE CITY, TAIWAN.",209722020226,9/6/2022,41500,POLYESTER YARN 300 D AIR (HIM),KG,"10,000.00",1.965,1.97,"19,650.00"
Zipper,7963,V000000262,GUANGZHOU TEAMWORK IMP AND EXP CO LTD.,"1F , NO.31 , SEC 2, SZU CHUAN ROAD, PANCHIAO DIST, NEW TAIPE CITY, TAIWAN.",209722020226,9/6/2022,41501,POLYESTER YARN 300 D WOOLY(NIM),KG,"15,000.00",1.965,1.97,"29,475.00"
Zipper,11521,V000000262,GUANGZHOU TEAMWORK IMP AND EXP CO LTD.,"1F , NO.31 , SEC 2, SZU CHUAN ROAD, PANCHIAO DIST, NEW TAIPE CITY, TAIWAN.",135622230084,2/10/2023,41500,POLYESTER YARN 300 D AIR (HIM),KG,"13,000.00",1.68,1.68,"21,840.00"
Zipper,11521,V000000262,GUANGZHOU TEAMWORK IMP AND EXP CO LTD.,"1F , NO.31 , SEC 2, SZU CHUAN ROAD, PANCHIAO DIST, NEW TAIPE CITY, TAIWAN.",135622230084,2/10/2023,41501,POLYESTER YARN 300 D WOOLY(NIM),KG,"12,000.00",1.68,1.68,"20,160.00"
Zipper,4712,V000000262,GUANGZHOU TEAMWORK IMP AND EXP CO LTD.,"1F , NO.31 , SEC 2, SZU CHUAN ROAD, PANCHIAO DIST, NEW TAIPE CITY, TAIWAN.",135621020302,2/27/2022,41100,# 3 YG (4.5 on body) F.F (Y-TEETH) Without Logo,Pcs,"3,000,000.00",0.022,0.02,"66,000.00"
Zipper,5431,V000000262,GUANGZHOU TEAMWORK IMP AND EXP CO LTD.,"1F , NO.31 , SEC 2, SZU CHUAN ROAD, PANCHIAO DIST, NEW TAIPE CITY, TAIWAN.",135622020059,4/12/2022,41500,POLYESTER YARN 300 D AIR (HIM),KG,"12,437.00",2.065,2.07,"25,682.41"
Zipper,5431,V000000262,GUANGZHOU TEAMWORK IMP AND EXP CO LTD.,"1F , NO.31 , SEC 2, SZU CHUAN ROAD, PANCHIAO DIST, NEW TAIPE CITY, TAIWAN.",135622020059,4/12/2022,41501,POLYESTER YARN 300 D WOOLY(NIM),KG,"12,434.00",2.065,2.07,"25,676.21"
Zipper,8622,V000000262,GUANGZHOU TEAMWORK IMP AND EXP CO LTD.,"1F , NO.31 , SEC 2, SZU CHUAN ROAD, PANCHIAO DIST, NEW TAIPE CITY, TAIWAN.",209722020257,10/3/2022,41500,POLYESTER YARN 300 D AIR (HIM),KG,"9,000.00",1.86,1.86,"16,740.00"
Zipper,8622,V000000262,GUANGZHOU TEAMWORK IMP AND EXP CO LTD.,"1F , NO.31 , SEC 2, SZU CHUAN ROAD, PANCHIAO DIST, NEW TAIPE CITY, TAIWAN.",209722020257,10/3/2022,41501,POLYESTER YARN 300 D WOOLY(NIM),KG,"13,000.00",1.86,1.86,"24,180.00"
Zipper,660,V000000068,ST ENTERPRISE,,,4/23/2021,41597,CZ#3 INVISIBLE LONG ZIPPER,kg,361.4,564.471499,6.64,"2,400.00"
Zipper,9029,V000000262,GUANGZHOU TEAMWORK IMP AND EXP CO LTD.,"1F , NO.31 , SEC 2, SZU CHUAN ROAD, PANCHIAO DIST, NEW TAIPE CITY, TAIWAN.",209722020266,10/19/2022,41500,POLYESTER YARN 300 D AIR (HIM),KG,"22,000.00",1.855,1.86,"40,810.00"
Zipper,9029,V000000262,GUANGZHOU TEAMWORK IMP AND EXP CO LTD.,"1F , NO.31 , SEC 2, SZU CHUAN ROAD, PANCHIAO DIST, NEW TAIPE CITY, TAIWAN.",209722020266,10/19/2022,41501,POLYESTER YARN 300 D WOOLY(NIM),KG,"3,000.00",1.855,1.86,"5,565.00"
Zipper,819,V000000068,ST ENTERPRISE,,,5/5/2021,41608,CZ#3 NYLON S/A/L REVERSE RUBBER PULLER,PCS,"10,000.00",2.15,0.03,252.94
Chemical,2764,V000000089,RETAIL TECHNOLOGIES LTD.,,,10/12/2021,C0000091,RIBBON,PCS,30,270,3.18,95.29
Chemical,2764,V000000089,RETAIL TECHNOLOGIES LTD.,,,10/12/2021,C0000081,"FIZ CARTON STICKER (4""*3"")",Pcs,"15,000.00",0.7,0.01,123.53
Chemical,2764,V000000089,RETAIL TECHNOLOGIES LTD.,,,10/12/2021,C0000080,"FIZ LOGO STICKER (1""*1"")",Pcs,"700,000.00",0.09,0,741.18
Chemical,12008,V000000212,SWISS COLOURS/ HUNTSMEN,,209723020025,3/6/2023,40761,TERASIL BLUE BGE,KG,25,65,65,"1,625.00"
Chemical,12008,V000000212,SWISS COLOURS/ HUNTSMEN,,209723020025,3/6/2023,40815,UNIVADINE TOP,KG,120,6,6,720
Chemical,12008,V000000212,SWISS COLOURS/ HUNTSMEN,,209723020025,3/6/2023,40778,TERATOP NAVY HL-N,KG,300,60,60,"18,000.00"
Chemical,12008,V000000212,SWISS COLOURS/ HUNTSMEN,,209723020025,3/6/2023,40814,UNIVADINE DFM,KG,120,6.75,6.75,810
Chemical,12008,V000000212,SWISS COLOURS/ HUNTSMEN,,209723020025,3/6/2023,40812,TERASIL YELLOW W-6GS,KG,25,22,22,550
Chemical,3248,V000000089,RETAIL TECHNOLOGIES LTD.,,,11/17/2021,C0000091,RIBBON,PCS,30,270,3.18,95.29
Chemical,3248,V000000089,RETAIL TECHNOLOGIES LTD.,,,11/17/2021,C0000081,"FIZ CARTON STICKER (4""*3"")",Pcs,"15,000.00",0.7,0.01,123.53
Chemical,3248,V000000089,RETAIL TECHNOLOGIES LTD.,,,11/17/2021,C0000080,"FIZ LOGO STICKER (1""*1"")",Pcs,"700,000.00",0.09,0,741.18
Chemical,968,V000000089,RETAIL TECHNOLOGIES LTD.,,,5/23/2021,C0000091,RIBBON,PCS,15,270,3.18,47.65
Chemical,968,V000000089,RETAIL TECHNOLOGIES LTD.,,,5/23/2021,C0000081,"FIZ CARTON STICKER (4""*3"")",Pcs,"14,000.00",0.7,0.01,115.29
Chemical,968,V000000089,RETAIL TECHNOLOGIES LTD.,,,5/23/2021,C0000080,"FIZ LOGO STICKER (1""*1"")",Pcs,"600,000.00",0.09,0,635.29
Chemical,1053,V000000071,DHAKA PAPER AND STATIONERY,,,5/31/2021,C0000014,Ring File (Big),PCS,10,80,0.94,9.41
Chemical,9720,V000000212,SWISS COLOURS/ HUNTSMEN,,135622020212,11/17/2022,40752,TERASIL BLUE SD,KG,50,19.1,19.1,955
Chemical,9720,V000000212,SWISS COLOURS/ HUNTSMEN,,135622020212,11/17/2022,40771,TERASIL RED GFF,KG,25,25.62,25.62,640.5
Chemical,9720,V000000212,SWISS COLOURS/ HUNTSMEN,,135622020212,11/17/2022,40800,TERASIL BLACK BFE,KG,"1,900.00",10.15,10.15,"19,285.00"
Chemical,593,V000000089,RETAIL TECHNOLOGIES LTD.,,,4/13/2021,C0000091,RIBBON,PCS,25,270,3.18,79.41
